date,product_id,competitor_tier,price_per_unit_etb
2025-10-18,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,45.52
2025-10-18,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,59.18
2025-10-18,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,38.69
2025-10-17,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,46.49
2025-10-17,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,60.44
2025-10-17,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,39.52
2025-10-16,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,45.43
2025-10-16,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,59.06
2025-10-16,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,38.62
2025-10-15,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,45.89
2025-10-15,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,59.66
2025-10-15,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,39.01
2025-10-14,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,44.65
2025-10-14,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,58.05
2025-10-14,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,37.96
2025-10-13,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,45.83
2025-10-13,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,59.57
2025-10-13,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,38.95
2025-10-12,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,44.3
2025-10-12,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,57.59
2025-10-12,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,37.66
2025-10-11,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,44.84
2025-10-11,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,58.29
2025-10-11,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,38.11
2025-10-10,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,45.28
2025-10-10,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,58.87
2025-10-10,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,38.49
2025-10-09,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,44.51
2025-10-09,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,57.86
2025-10-09,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,37.83
2025-10-08,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,44.83
2025-10-08,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,58.28
2025-10-08,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,38.1
2025-10-07,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,44.7
2025-10-07,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,58.11
2025-10-07,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,38.0
2025-10-06,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,44.37
2025-10-06,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,57.68
2025-10-06,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,37.71
2025-10-05,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,43.08
2025-10-05,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,56.0
2025-10-05,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,36.62
2025-10-04,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,42.57
2025-10-04,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,55.34
2025-10-04,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,36.19
2025-10-03,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,42.43
2025-10-03,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,55.15
2025-10-03,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,36.06
2025-10-02,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,42.67
2025-10-02,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,55.48
2025-10-02,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,36.27
2025-10-01,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,41.98
2025-10-01,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,54.58
2025-10-01,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,35.69
2025-09-30,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,41.53
2025-09-30,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,53.99
2025-09-30,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,35.3
2025-09-29,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,41.36
2025-09-29,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,53.77
2025-09-29,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,35.16
2025-09-28,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,42.23
2025-09-28,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,54.9
2025-09-28,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,35.9
2025-09-27,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,41.14
2025-09-27,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,53.49
2025-09-27,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,34.97
2025-09-26,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,41.12
2025-09-26,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,53.45
2025-09-26,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,34.95
2025-09-25,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,41.48
2025-09-25,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,53.92
2025-09-25,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,35.26
2025-09-24,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,40.74
2025-09-24,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,52.96
2025-09-24,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,34.63
2025-09-23,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,40.21
2025-09-23,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,52.27
2025-09-23,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,34.17
2025-09-22,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,40.79
2025-09-22,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,53.02
2025-09-22,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,34.67
2025-09-21,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,39.53
2025-09-21,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,51.39
2025-09-21,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,33.6
2025-09-20,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,40.32
2025-09-20,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,52.41
2025-09-20,c31b8008-5cd0-4b77-b28f-89df4e22d22f,distribution_center,34.27
2025-09-19,c31b8008-5cd0-4b77-b28f-89df4e22d22f,local_shop,39.91
2025-09-19,c31b8008-5cd0-4b77-b28f-89df4e22d22f,supermarket,51.88
